                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.8965,                 5.3097,                 1.6966,                      0,                      0,                      0,                      0,                 1.4407,                 4.7826,                 1.5654,               2.73e-05,               2.73e-05,               2.73e-05
                      2,                 1.7615,                 5.1043,                 1.7138,                      0,                      0,                      0,                      0,                 1.4381,                 4.7906,                  1.567,             2.9871e-05,             2.9871e-05,             2.9871e-05
