                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6377,                 2.7634,                 1.4677,                0.44425,                0.30179,                0.31522,                0.17919,                 1.6297,                 2.0615,                  1.348,             0.00015157,             0.00015157,             0.00015157
                      2,                 1.4985,                 1.9177,                 1.3561,                0.65325,                 0.3438,                0.41164,                0.22796,                 1.5108,                 1.7084,                 1.2927,             0.00015313,             0.00015313,             0.00015313
