                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9053,                 5.0698,                 1.6397,                      0,                      0,                      0,                      0,                 1.4171,                 4.5282,                  1.404,               2.73e-05,               2.73e-05,               2.73e-05
                      2,                 1.7668,                 4.8467,                 1.6278,                      0,                      0,                      0,                      0,                 1.4129,                 4.5327,                 1.4046,             2.9871e-05,             2.9871e-05,             2.9871e-05
